plant.sp,bird.sp,source,foraging.behaviour,fruitstime,gape.width,frdiam
Nectandra_megapotamica,Turdus_albicollis,Krugel_et_al._(2006),(a) Gulpers,1.534090909,12.51891892,8.700666667
Ouratea_castanaefolia,Dacnis_cayana,Gondim_(2002),(b) Mashers,1.533333333,8.03,5.8
Tapirira_guianensis,Tangara_cayana,Gondim_(2002),(b) Mashers,1.526315789,8.65,9.1
Alchornea_glandulosa,Vireo_olivaceus,Pascotto_(2006),(a) Gulpers,1.516129032,10.23571429,4.4
Copaifera_langsdorffii,Myiozetetes_similis,Motta-Jr_e_Lombardi_(1990),(a) Gulpers,1.515151515,12.86666667,9
Eugenia_uniflora,Hylophilus_poicilotis,Lamberti_et_al._(2012),(a) Gulpers,1.515151515,10.1,18.95
Myrsine_coriacea,Sporophila_caerulescens,Pascotto_(2007),(b) Mashers,1.515151515,6.2,3.262
Vassobia_breviflora,Thlypopsis_sordida,Palacio_et_al.,(b) Mashers,1.51,9.628333333,9.96
Trema_micrantha,Dacnis_cayana,Correia_(1997),(b) Mashers,1.507936508,8.03,3.366666667
Nectandra_megapotamica,Tityra_cayana,Krugel_et_al._(2006),(a) Gulpers,1.503759398,10.9,8.700666667
Doliocarpus_dentatus,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,1.5,15.2125,6.317807018
Ficus_calyptroceras,Icterus_pyrrhopterus,Ragusa-Netto,(a) Gulpers,1.5,7.87,10.1
Lacistema_hasslerianum,Tangara_cayana,Gondim_(2002),(b) Mashers,1.5,8.65,5.85
Miconia_ligustroides,Thraupis_sayaca,Gondim_(2002),(b) Mashers,1.5,12,5.715
Morus_rubra,Bombycilla_cedrorum,Jackson_and_Kannan,(a) Gulpers,1.5,6.5,10
Ocotea_corymbosa,Elaenia_flavogaster,Gondim_(2002),(a) Gulpers,1.5,10.7,5.7
Savia_dictiocarpa,Vireo_olivaceus,Gondim_(2002),(a) Gulpers,1.5,10.23571429,5.6
Xylopia_aromatica,Conirostrum_speciosum,Gondim_(2002),(b) Mashers,1.5,7.5,4.3
Xylopia_aromatica,Cyanocorax_chrysops,Gondim_(2002),(a) Gulpers,1.5,19.5,4.3
Alchornea_glandulosa,Myiarchus_swainsoni,Pascotto_(2006),(a) Gulpers,1.48603352,11.35,4.4
Michelia_champaca,Mimus_saturninus,Oliveira_et_al._(2013),(a) Gulpers,1.485148515,12.15,8.5
Miconia_albicans,Ramphocelus_bresilius,Correia_(1997),(b) Mashers,1.476510067,11.73061224,7.62
Michelia_champaca,Tyrannus_melancholicus,Oliveira_et_al._(2013),(a) Gulpers,1.471698113,14.63333333,8.5
Ocotea_pulchella,Mimus_saturninus,Francisco_e_Galetti_(2002),(a) Gulpers,1.470588235,12.15,6.153
Alchornea_triplinervia,Vireo_olivaceus,Correia_(1997),(a) Gulpers,1.46627566,10.23571429,7.15
Aegiphyla_sellowiana,Cnemotriccus_fuscatus,Correia_(1997),(a) Gulpers,1.463414634,9.26,7.1
Ocotea_corymbosa,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,1.461538462,15.2125,5.7
Phoradendron_selloi,Euphonia_chlorotica,Gondim_(2002),(b) Mashers,1.44,7.07,1.8
Cupania_vernalis,Thraupis_sayaca,Blendinger,(b) Mashers,1.43,12,8.75
Cytharexylum_myrianthum,Elaenia_flavogaster,Correia_(1997),(a) Gulpers,1.428571429,10.7,8.3
Ouratea_castanaefolia,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1.428571429,14.1125,5.8
Siparuna_guianensis,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,1.428571429,16.35,3.9
Pera_glabrata,Thraupis_sayaca,Francisco_et_al._(2007),(b) Mashers,1.418803419,12,3.7075
Cupania_vernalis,Empidonomus_varius,Blendinger,(a) Gulpers,1.4,11.5,8.75
Ficus_calyptroceras,Thraupis_sayaca,Ragusa-Netto,(b) Mashers,1.4,12,10.1
Hebepetalum_humiriifolium,Cotinga_cayana,Parrado-Rosselli_and_Amaya-Espinel,(a) Gulpers,1.4,16.9,4.5
Morus_rubra,Mimus_polyglottos,Jackson_and_Kannan,(a) Gulpers,1.4,12.15,10
Podocarpus_parlatorei,Pipraeidea_melanonota,Blendinger,(b) Mashers,1.4,9.3,6
Guarea_guidonia,Ramphocelus_bresilius,Correia_(1997),(b) Mashers,1.388888889,11.73061224,11
Podocarpus_parlatorei,Pachyramphus_validus,Blendinger,(a) Gulpers,1.36,15.2125,6
Ocotea_pulchella,Turdus_amaurochalinus,Francisco_e_Galetti_(2002),(a) Gulpers,1.357466063,12.48,6.153
Myrcia_castrensis,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1.352941176,14.1125,6.6
Pera_glabrata,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,1.352941176,16.35,3.7075
Talauma_ovata,Mimus_saturninus,Cazetta_et_al._(2002),(a) Gulpers,1.351351351,12.15,7.3
Miconia_albicans,Schistochlamys_ruficapillus,Allenspach_e_Dias_(2012),(b) Mashers,1.339285714,11.7,7.62
Guarea_guidonia,Dacnis_cayana,Correia_(1997),(b) Mashers,1.336898396,8.03,11
Alchornea_glandulosa,Turdus_amaurochalinus,Pascotto_(2006),(a) Gulpers,1.333333333,12.48,4.4
Alchornea_glandulosa,Vireo_olivaceus,Zimmermann_(1996),(a) Gulpers,1.333333333,10.23571429,4.4
Davilla_elliptica,Dacnis_cayana,Gondim_(2002),(b) Mashers,1.333333333,8.03,5.5
Eugenia_uniflora,Thraupis_sayaca,Colussi_e_Prestes_(2011),(b) Mashers,1.333333333,12,18.95
Miconia_ligustroides,Hemitriccus_margaritaceiventer,Allenspach_et_al._(2012),(a) Gulpers,1.333333333,5.8,5.715
Allophylus_edulis,Pipraeidea_melanonota,Blendinger,(b) Mashers,1.33,9.3,9.533
Talauma_ovata,Dacnis_cayana,Cazetta_et_al._(2002),(b) Mashers,1.326086957,8.03,7.3
Alchornea_glandulosa,Tangara_cayana,Pascotto_(2006),(b) Mashers,1.315789474,8.65,4.4
Euterpe_edulis,Procnias_nudicollis,Castro_(2003),(a) Gulpers,1.315789474,22.2,13.3575
Talauma_ovata,Thraupis_sayaca,Cazetta_et_al._(2002),(b) Mashers,1.31147541,12,7.3
Davilla_elliptica,Thraupis_sayaca,Gondim_(2002),(b) Mashers,1.3,12,5.5
Ficus_calyptroceras,Trogon_curucui,Ragusa-Netto,(a) Gulpers,1.3,17.535,10.1
Morus_rubra,Catharus_ustulatus,Jackson_and_Kannan,(a) Gulpers,1.3,11.1,10
Morus_rubra,Dumetella_carolinensis,Jackson_and_Kannan,(a) Gulpers,1.3,11.25,10
Rudgea_viburnoides,Tangara_cayana,Gondim_(2002),(b) Mashers,1.3,8.65,6.55
Styrax_pohlii,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1.3,14.1125,7.2
Podocarpus_parlatorei,Atlapetes_citrinellus,Blendinger,(b) Mashers,1.29,9,6
Doliocarpus_dentatus,Dacnis_cayana,Gondim_(2002),(b) Mashers,1.285714286,8.03,6.317807018
Myrcia_castrensis,Thraupis_sayaca,Gondim_(2002),(b) Mashers,1.285714286,12,6.6
Michelia_champaca,Turdus_leucomelas,Oliveira_et_al._(2013),(a) Gulpers,1.28313253,14.1125,8.5
Michelia_champaca,Empidonomus_varius,Oliveira_et_al._(2013),(a) Gulpers,1.282051282,11.5,8.5
Trema_micrantha,Cnemotriccus_fuscatus,Correia_(1997),(a) Gulpers,1.282051282,9.26,3.366666667
Prunus_myrtifolia,Penelope_superciliaris,Gondim_(2002),(a) Gulpers,1.275,25,8.8
Michelia_champaca,Turdus_amaurochalinus,Oliveira_et_al._(2013),(a) Gulpers,1.274285714,12.48,8.5
Myrsine_coriacea,Elaenia_flavogaster,Correia_(1997),(a) Gulpers,1.271186441,10.7,3.262
Nectandra_megapotamica,Myiarchus_swainsoni,Krugel_et_al._(2006),(a) Gulpers,1.262135922,11.35,8.700666667
Alchornea_glandulosa,Tachyphonus_coronatus,Pascotto_(2006),(b) Mashers,1.25,9.77,4.4
Myrcia_castrensis,Myiozetetes_similis,Gondim_(2002),(a) Gulpers,1.25,12.86666667,6.6
Podocarpus_parlatorei,Zonotrichia_capensis,Blendinger,(b) Mashers,1.25,9,6
Cytharexylum_myrianthum,Myiarchus_ferox,Correia_(1997),(a) Gulpers,1.242236025,12.43333333,8.3
Nectandra_megapotamica,Turdus_amaurochalinus,Krugel_et_al._(2006),(a) Gulpers,1.234567901,12.48,8.700666667
Xylopia_aromatica,Mimus_saturninus,Gondim_(2002),(a) Gulpers,1.227272727,12.15,4.3
Styrax_pohlii,Turdus_amaurochalinus,Gondim_(2002),(a) Gulpers,1.222222222,12.48,7.2
Talauma_ovata,Myiarchus_tyrannulus,Cazetta_et_al._(2002),(a) Gulpers,1.209090909,13.8,7.3
Schefflera_morototoni,Tersina_viridis,Purifica??o_et_al._(2015),(b) Mashers,1.206896552,15.2,9.2
Ficus_guaranitica,Penelope_superciliaris,Gondim_(2002),(a) Gulpers,1.2,25,14.25
Talauma_ovata,Pitangus_sulphuratus,Cazetta_et_al._(2002),(a) Gulpers,1.195804196,16.35,7.3
Michelia_champaca,Pitangus_sulphuratus,Oliveira_et_al._(2013),(a) Gulpers,1.194871795,16.35,8.5
Ocotea_pulchella,Myiodynastes_maculatus,Francisco_e_Galetti_(2002),(a) Gulpers,1.187648456,15.92,6.153
Ouratea_castanaefolia,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,1.176470588,16.35,5.8
Alchornea_glandulosa,Thraupis_sayaca,Pascotto_(2006),(b) Mashers,1.173529412,12,4.4
Talauma_ovata,Tangara_cayana,Cazetta_et_al._(2002),(b) Mashers,1.162790698,8.65,7.3
Byrsonima_intermedia,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1.145833333,14.1125,8.2225
Alchornea_glandulosa,Turdus_albicollis,Pascotto_(2006),(a) Gulpers,1.13507378,12.51891892,4.4
Davilla_elliptica,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,1.133333333,15.2125,5.5
Myrcia_fallax,Manacus_manacus,Correia_(1997),(a) Gulpers,1.127819549,10.5826087,5.4
Pera_glabrata,Coereba_flaveola,Francisco_et_al._(2007),(b) Mashers,1.113981763,5.922222222,3.7075
Nectandra_megapotamica,Myiodynastes_maculatus,Krugel_et_al._(2006),(a) Gulpers,1.095890411,15.92,8.700666667
Myrsine_coriacea,Myiarchus_ferox,Correia_(1997),(a) Gulpers,1.092896175,12.43333333,3.262
Cupania_vernalis,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,1.09,15.2125,8.75
Alchornea_glandulosa,Cyclarhis_gujanensis,Pascotto_(2006),(a) Gulpers,1.078838174,11.1,4.4
Cupania_vernalis,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1.076923077,14.1125,8.75
Savia_dictiocarpa,Dacnis_cayana,Gondim_(2002),(b) Mashers,1.076923077,8.03,5.6
Tabernaemontana_fuchsaefolia,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1.075,14.1125,6.6
Pera_glabrata,Tangara_cayana,Gondim_(2002),(b) Mashers,1.074074074,8.65,3.7075
Michelia_champaca,Thraupis_sayaca,Oliveira_et_al._(2013),(b) Mashers,1.072580645,12,8.5
Ilex_cerasifolia,Elaenia_flavogaster,Gondim_(2002),(a) Gulpers,1.068027211,10.7,4.9
Faramea_hyacinthina,Antilophia_galeata,Melo_et_al._(2003),(a) Gulpers,1.0625,7.3,8.9
Miconia_cinnamomifolia,Capsiempis_flaveola,Correia_(1997),(a) Gulpers,1.060070671,8.3,3.2
Ocotea_pulchella,Myiarchus_tyrannulus,Francisco_e_Galetti_(2002),(a) Gulpers,1.04,13.8,6.153
Viscum_album,Cyanistes_caeruleus,Mellado_and_Zamora,(b) Mashers,1.03,8.3,7.5
Xylopia_aromatica,Dacnis_cayana,Gondim_(2002),(b) Mashers,1.029411765,8.03,4.3
Podocarpus_parlatorei,Turdus_nigriceps,Blendinger,(a) Gulpers,1.02,13.5,6
Xylopia_sericea,Ramphocelus_bresilius,Correia_(1997),(b) Mashers,1.01010101,11.73061224,7.4
Myrsine_coriacea,Brotogeris_versicolurus,Pascotto_(2007),(b) Mashers,1.003344482,9.9,3.262
Amaioua_guianensis,Turdus_amaurochalinus,Gondim_(2002),(a) Gulpers,1,12.48,9.573333333
Byrsonima_intermedia,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,1,16.35,8.2225
Copaifera_langsdorffii,Mimus_saturninus,Motta-Jr_e_Lombardi_(1990),(a) Gulpers,1,12.15,9
Copaifera_langsdorffii,Dacnis_cayana,Gondim_(2002),(b) Mashers,1,8.03,9
Cupania_vernalis,Empidonomus_varius,Gondim_(2002),(a) Gulpers,1,11.5,8.75
Didymopanax_vinosum,Cyanocorax_chrysops,Gondim_(2002),(a) Gulpers,1,19.5,6
Doliocarpus_dentatus,Myiodynastes_maculatus,Gondim_(2002),(a) Gulpers,1,15.92,6.317807018
Ficus_calyptroceras,Pitangus_sulphuratus,Ragusa-Netto,(a) Gulpers,1,16.35,10.1
Ficus_guaranitica,Elaenia_flavogaster,Gondim_(2002),(a) Gulpers,1,12.7,14.25
Guarea_guidonia,Turdus_amaurochalinus,Correia_(1997),(a) Gulpers,1,12.48,11
Lacistema_hasslerianum,Thraupis_sayaca,Gondim_(2002),(b) Mashers,1,12,5.85
Miconia_albicans,Arremon_flavirostris,Gondim_(2002),(b) Mashers,1,8.9,7.62
Miconia_albicans,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1,14.1125,7.62
Miconia_stenostachya,Myiodynastes_maculatus,Gondim_(2002),(a) Gulpers,1,15.92,7.4
Myrcia_castrensis,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,1,16.35,6.6
Ocotea_corymbosa,Megarynchus_pitangua,Gondim_(2002),(a) Gulpers,1,18,5.7
Ocotea_corymbosa,Celeus_flavescens,Gondim_(2002),(a) Gulpers,1,15.75,5.7
Ocotea_pulchella,Thraupis_sayaca,Gondim_(2002),(b) Mashers,1,12,6.153
Palicourea_marcgravii,Cyclarhis_gujanensis,Gondim_(2002),(a) Gulpers,1,11.1,7.7
Podocarpus_parlatorei,Tyrannus_melancholicus,Blendinger,(a) Gulpers,1,14.63333333,6
Prunus_myrtifolia,Elaenia_flavogaster,Gondim_(2002),(a) Gulpers,1,10.7,8.8
Siparuna_guianensis,Dacnis_cayana,Gondim_(2002),(b) Mashers,1,8.03,3.9
Styrax_pohlii,Pachyramphus_validus,Gondim_(2002),(a) Gulpers,1,15.2125,7.2
Tabernaemontana_fuchsaefolia,Leptotila_rufaxilla,Gondim_(2002),(a) Gulpers,1,8.642857143,6.6
Tabernaemontana_fuchsaefolia,Myiarchus_tyrannulus,Gondim_(2002),(a) Gulpers,1,13.8,6.6
Talauma_ovata,Myiarchus_ferox,Cazetta_et_al._(2002),(a) Gulpers,1,12.43333333,7.3
Tapirira_guianensis,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,1,14.1125,9.1
Tapirira_guianensis,Vireo_olivaceus,Gondim_(2002),(a) Gulpers,1,10.23571429,9.1
Trichilia_pallida,Myiarchus_tyrannulus,Gondim_(2002),(a) Gulpers,1,13.8,7.6
Xylopia_aromatica,Myiarchus_tyrannulus,Gondim_(2002),(a) Gulpers,1,13.8,4.3
Alchornea_glandulosa,Dacnis_cayana,Zimmermann_(1996),(b) Mashers,0.98245614,8.03,4.4
Eugenia_uniflora,Turdus_rufiventris,Colussi_e_Prestes_(2011),(a) Gulpers,0.980392157,14.50625,18.95
Struthanthus_concinnus,Tersina_viridis,Guerra_e_Marini_(2002),(b) Mashers,0.98,15.2,3.98
Talauma_ovata,Turdus_amaurochalinus,Cazetta_et_al._(2002),(a) Gulpers,0.978813559,12.48,7.3
Aegiphyla_sellowiana,Cacicus_haemorrhous,Correia_(1997),(a) Gulpers,0.975609756,12.1125,7.1
Guarea_guidonia,Myiodynastes_maculatus,Correia_(1997),(a) Gulpers,0.975609756,15.92,11
Curatella_americana,Myiodynastes_maculatus,Pascotto_et_al._(2012),(a) Gulpers,0.965517241,15.92,13.9275
Cupania_vernalis,Cyanocorax_chrysops,Gondim_(2002),(a) Gulpers,0.961538462,19.5,8.75
Podocarpus_parlatorei,Euphonia_cyanocephala,Blendinger,(b) Mashers,0.96,7.5,6
Miconia_albicans,Hemithraupis_flavicollis,Correia_(1997),(b) Mashers,0.952380952,7.5,7.62
Plinia_peruviana,Cacicus_chrysopterus,Colussi_e_Prestes_(2011),(a) Gulpers,0.952380952,10.6,10.3
Alchornea_glandulosa,Empidonomus_varius,Zimmermann_(1996),(a) Gulpers,0.948339483,11.5,4.4
Eugenia_uniflora,Synallaxis_ruficapilla,Colussi_e_Prestes_(2011),(a) Gulpers,0.943319838,8.55,18.95
Coussarea_hydrangeifolia,Cyanocorax_cristatellus,Gondim_(2002),(a) Gulpers,0.941176471,18.2,7.4
Faramea_hyacinthina,Turdus_leucomelas,Melo_et_al._(2003),(a) Gulpers,0.939501779,14.1125,8.9
Xylopia_sericea,Saltator_maximus,Correia_(1997),(b) Mashers,0.938967136,12.7,7.4
Talauma_ovata,Vireo_olivaceus,Cazetta_et_al._(2002),(a) Gulpers,0.935064935,10.23571429,7.3
Aegiphyla_sellowiana,Turdus_amaurochalinus,Correia_(1997),(a) Gulpers,0.930232558,12.48,7.1
Podocarpus_parlatorei,Pheucticus_aureoventris,Blendinger,(b) Mashers,0.93,14.2,6
Nectandra_megapotamica,Pachyramphus_polychopterus,Krugel_et_al._(2006),(a) Gulpers,0.925925926,12.35,8.700666667
Miconia_albicans,Myiozetetes_similis,Correia_(1997),(a) Gulpers,0.925266904,12.86666667,7.62
Myrciaria_ciliolata,Elaenia_mesoleuca,Gondim_(2002),(a) Gulpers,0.916666667,11,7.6
Copaifera_langsdorffii,Turdus_rufiventris,Motta-Jr_e_Lombardi_(1990),(a) Gulpers,0.913242009,14.50625,9
Ocotea_corymbosa,Tangara_cayana,Gondim_(2002),(b) Mashers,0.90625,8.65,5.7
Podocarpus_parlatorei,Elaenia_albiceps,Blendinger,(a) Gulpers,0.9,9.2,6
Ficus_guaranitica,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.882352941,12,14.25
Savia_dictiocarpa,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.875,12,5.6
Michelia_champaca,Thraupis_palmarum,Oliveira_et_al._(2013),(b) Mashers,0.869281046,12,8.5
Ocotea_pulchella,Schistochlamys_ruficapillus,Francisco_e_Galetti_(2002),(b) Mashers,0.863787375,11.7,6.153
Henriettea_succosa,Euphonia_violacea,Correia_(1997),(b) Mashers,0.862068966,7.9,16
Miconia_prasina,Thraupis_sayaca,Correia_(1997),(b) Mashers,0.862068966,12,6.509425
Aegiphyla_sellowiana,Dacnis_cayana,Correia_(1997),(b) Mashers,0.858369099,8.03,7.1
Byrsonima_intermedia,Penelope_superciliaris,Gondim_(2002),(a) Gulpers,0.857142857,25,8.2225
Ocotea_pulchella,Turdus_rufiventris,Francisco_e_Galetti_(2002),(a) Gulpers,0.855721393,14.50625,6.153
Faramea_hyacinthina,Turdus_leucomelas,Melo_et_al._(2003),(a) Gulpers,0.848765432,14.1125,8.9
Cupania_oblongifolia,Turdus_rufiventris,Correia_(1997),(a) Gulpers,0.842696629,14.50625,11
Amaioua_guianensis,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,0.833333333,16.35,9.573333333
Ilex_cerasifolia,Tangara_cayana,Gondim_(2002),(b) Mashers,0.833333333,8.65,4.9
Aegiphyla_sellowiana,Tachyphonus_cristatus,Correia_(1997),(b) Mashers,0.826446281,9.385714286,7.1
Aegiphyla_sellowiana,Myiarchus_ferox,Correia_(1997),(a) Gulpers,0.826446281,12.43333333,7.1
Talauma_ovata,Myiodynastes_maculatus,Cazetta_et_al._(2002),(a) Gulpers,0.823045267,15.92,7.3
Michelia_champaca,Tersina_viridis,Oliveira_et_al._(2013),(b) Mashers,0.803125,15.2,8.5
Xylopia_aromatica,Pitangus_sulphuratus,Gondim_(2002),(a) Gulpers,0.8,16.35,4.3
Xylopia_aromatica,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.8,12,4.3
Faramea_hyacinthina,Turdus_amaurochalinus,Melo_et_al._(2003),(a) Gulpers,0.796143251,12.48,8.9
Guarea_guidonia,Manacus_manacus,Correia_(1997),(a) Gulpers,0.794392523,10.5826087,11
Faramea_hyacinthina,Saltator_similis,Melo_et_al._(2003),(b) Mashers,0.793650794,12.05,8.9
Tabernaemontana_fuchsaefolia,Mimus_saturninus,Gondim_(2002),(a) Gulpers,0.780487805,12.15,6.6
Nectandra_megapotamica,Empidonomus_varius,Krugel_et_al._(2006),(a) Gulpers,0.769230769,11.5,8.700666667
Miconia_albicans,Turdus_leucomelas,Correia_(1997),(a) Gulpers,0.763358779,14.1125,7.62
Alchornea_triplinervia,Ramphocelus_bresilius,Correia_(1997),(b) Mashers,0.754716981,11.73061224,7.15
Talauma_ovata,Thraupis_sayaca,Cazetta_et_al._(2002),(b) Mashers,0.75,12,7.3
Ocotea_corymbosa,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,0.739130435,14.1125,5.7
Plinia_peruviana,Cyanocorax_chrysops,Colussi_e_Prestes_(2011),(a) Gulpers,0.738888889,19.5,10.3
Tapirira_guianensis,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.736842105,8.03,9.1
Cupania_vernalis,Myiodynastes_maculatus,Gondim_(2002),(a) Gulpers,0.72,15.92,8.75
Henriettea_succosa,Manacus_manacus,Correia_(1997),(a) Gulpers,0.71942446,10.5826087,16
Ocotea_corymbosa,Camptostoma_obsoletum,Gondim_(2002),(a) Gulpers,0.714285714,7.08125,5.7
Amaioua_guianensis,Cyanocorax_chrysops,Gondim_(2002),(a) Gulpers,0.7,19.5,9.573333333
Lantana_camara,Aegithina_tiphia,Ramaswami_et_al.,(a) Gulpers,0.7,6.3,5.285
Ocotea_corymbosa,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.7,12,5.7
Siparuna_guianensis,Cyanocorax_cristatellus,Gondim_(2002),(a) Gulpers,0.7,18.2,3.9
Talauma_ovata,Ramphocelus_carbo,Cazetta_et_al._(2002),(b) Mashers,0.69874477,10,7.3
Euterpe_edulis,Selenidera_maculirostris,C?rtes_(2003),(a) Gulpers,0.697674419,26.08333333,13.3575
Copaifera_langsdorffii,Myiarchus_tyrannulus,Motta-Jr_e_Lombardi_(1990),(a) Gulpers,0.684931507,13.8,9
Ocotea_pulchella,Tyrannus_melancholicus,Francisco_e_Galetti_(2002),(a) Gulpers,0.680272109,14.63333333,6.153
Podocarpus_parlatorei,Elaenia_strepera,Blendinger,(a) Gulpers,0.68,13.1,6
Trichilia_pallida,Mimus_saturninus,Gondim_(2002),(a) Gulpers,0.675675676,12.15,7.6
Ocotea_pulchella,Myiozetetes_similis,Francisco_e_Galetti_(2002),(a) Gulpers,0.670731707,12.86666667,6.153
Alchornea_glandulosa,Tachyphonus_coronatus,Zimmermann_(1996),(b) Mashers,0.666666667,9.77,4.4
Michelia_champaca,Saltator_similis,Oliveira_et_al._(2013),(b) Mashers,0.666666667,12.05,8.5
Miconia_albicans,Saltator_maximus,Correia_(1997),(b) Mashers,0.666666667,12.7,7.62
Ouratea_castanaefolia,Empidonomus_varius,Gondim_(2002),(a) Gulpers,0.666666667,11.5,5.8
Xylopia_aromatica,Saltator_similis,Gondim_(2002),(b) Mashers,0.666666667,12.05,4.3
Ocotea_corymbosa,Tersina_viridis,Gondim_(2002),(b) Mashers,0.665,15.2,5.7
Faramea_hyacinthina,Tyrannus_melancholicus,Melo_et_al._(2003),(a) Gulpers,0.662251656,14.63333333,8.9
Xylopia_aromatica,Icterus_pyrrhopterus,Gondim_(2002),(a) Gulpers,0.66,7.87,4.3
Curatella_americana,Cyanocorax_cyanopogon,Pascotto_et_al._(2012),(a) Gulpers,0.641025641,17,13.9275
Miconia_prasina,Ramphocelus_bresilius,Correia_(1997),(b) Mashers,0.637254902,11.73061224,6.509425
Rudgea_viburnoides,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,0.636363636,14.1125,6.55
Tabernaemontana_fuchsaefolia,Icterus_pyrrhopterus,Gondim_(2002),(a) Gulpers,0.636363636,7.87,6.6
Faramea_hyacinthina,Turdus_amaurochalinus,Melo_et_al._(2003),(a) Gulpers,0.634877384,12.48,8.9
Alchornea_glandulosa,Ramphocelus_carbo,Pascotto_(2006),(b) Mashers,0.631578947,10,4.4
Euterpe_edulis,Selenidera_maculirostris,Castro_(2003),(a) Gulpers,0.62962963,26.08333333,13.3575
Amaioua_guianensis,Turdus_leucomelas,Gondim_(2002),(a) Gulpers,0.625,14.1125,9.573333333
Byrsonima_intermedia,Megarynchus_pitangua,Gondim_(2002),(a) Gulpers,0.625,18,8.2225
Ficus_guaranitica,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.625,8.03,14.25
Trichilia_pallida,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.625,8.03,7.6
Styrax_pohlii,Tangara_cayana,Gondim_(2002),(b) Mashers,0.615384615,8.65,7.2
Alchornea_glandulosa,Mimus_saturninus,Pascotto_(2006),(a) Gulpers,0.602409639,12.15,4.4
Plinia_peruviana,Pyrrhura_frontalis,Colussi_e_Prestes_(2011),(b) Mashers,0.596529284,13.5,10.3
Faramea_hyacinthina,Turdus_rufiventris,Melo_et_al._(2003),(a) Gulpers,0.595611285,14.50625,8.9
Myrcia_castrensis,Tyrannus_melancholicus,Gondim_(2002),(a) Gulpers,0.590909091,14.63333333,6.6
Miconia_cinnamomifolia,Pipra_chloromeros,Correia_(1997),(a) Gulpers,0.586080586,11,3.2
Copaifera_langsdorffii,Schistochlamys_ruficapillus,Motta-Jr_e_Lombardi_(1990),(b) Mashers,0.582959641,11.7,9
Talauma_ovata,Turdus_leucomelas,Cazetta_et_al._(2002),(a) Gulpers,0.581081081,14.1125,7.3
Nectandra_megapotamica,Saltator_similis,Krugel_et_al._(2006),(b) Mashers,0.578034682,12.05,8.700666667
Plinia_peruviana,Saltator_similis,Colussi_e_Prestes_(2011),(b) Mashers,0.57704918,12.05,10.3
Tabernaemontana_fuchsaefolia,Cyanocorax_cristatellus,Gondim_(2002),(a) Gulpers,0.575,18.2,6.6
Styrax_pohlii,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.571428571,12,7.2
Styrax_pohlii,Elaenia_flavogaster,Gondim_(2002),(a) Gulpers,0.571428571,10.7,7.2
Tapirira_guianensis,Penelope_superciliaris,Gondim_(2002),(a) Gulpers,0.566666667,25,9.1
Plinia_peruviana,Turdus_leucomelas,Colussi_e_Prestes_(2011),(a) Gulpers,0.563380282,14.1125,10.3
Faramea_hyacinthina,Megarynchus_pitangua,Melo_et_al._(2003),(a) Gulpers,0.5625,18,8.9
Copaifera_langsdorffii,Thraupis_sayaca,Motta-Jr_e_Lombardi_(1990),(b) Mashers,0.559006211,12,9
Byrsonima_intermedia,Thraupis_sayaca,Gondim_(2002),(b) Mashers,0.551724138,12,8.2225
Eugenia_uniflora,Tersina_viridis,Colussi_e_Prestes_(2011),(b) Mashers,0.543307087,15.2,18.95
Aegiphyla_sellowiana,Coereba_flaveola,Correia_(1997),(b) Mashers,0.534759358,5.922222222,7.1
Michelia_champaca,Machetornis_rixosa,Oliveira_et_al._(2013),(a) Gulpers,0.534759358,11.4,8.5
Pera_glabrata,Dacnis_cayana,Gondim_(2002),(b) Mashers,0.515151515,8.03,3.7075
Xylopia_sericea,Hemithraupis_flavicollis,Correia_(1997),(b) Mashers,0.505050505,7.5,7.4
Plinia_peruviana,Thraupis_sayaca,Colussi_e_Prestes_(2011),(b) Mashers,0.501457726,12,10.3
